order_id,order_date,order_timestamp,order_hour,day_of_week,weekend_flag,shift,customer_id,store_id,rider_id,city,channel,payment_method,campaign,weather_condition,peak_hour_flag,order_status,items_ordered,items_fulfilled,stockout_line_items,subtotal_before_discount,item_discount_amount,order_discount_amount,delivery_fee,tax_amount,gross_order_value,refund_amount,net_revenue,gross_margin,distance_km,promised_delivery_minutes,picking_start_timestamp,picking_end_timestamp,packing_end_timestamp,rider_assigned_timestamp,dispatch_timestamp,delivered_timestamp,cancelled_timestamp,picking_minutes,packing_minutes,rider_assignment_minutes,travel_minutes,actual_delivery_minutes,sla_status,cancellation_stage,cancellation_reason,customer_rating
ORD0015319,2026-06-08,2026-06-08 21:51:07,21,Monday,N,Evening,CUST000864,MFC012,RDR00138,Hyderabad,Android,UPI,No Campaign,Clear,Y,Delivered,5,5,0,2873.6,156.43,0.0,0.0,67.93,2785.1,0.0,2785.1,862.92,6.11,38,2026-06-08 21:54:32,2026-06-08 22:01:57,2026-06-08 22:05:00,2026-06-08 21:57:26,2026-06-08 22:05:53,2026-06-08 22:31:15,,7.41,3.05,6.32,25.37,40.14,SLA Breach,,,4.0
ORD0015320,2026-04-11,2026-04-11 09:41:03,9,Saturday,Y,Morning,CUST000308,MFC002,RDR00015,Bengaluru,Desktop Web,Credit/Debit Card,Category Deal,Clear,Y,Delivered,6,6,0,1294.85,202.53,0.0,0.0,27.31,1119.63,0.0,1119.63,153.19,0.54,28,2026-04-11 09:42:57,2026-04-11 09:52:01,2026-04-11 09:55:35,2026-04-11 09:49:02,2026-04-11 09:57:24,2026-04-11 10:02:29,,9.06,3.57,8.0,5.07,21.44,Within SLA,,,3.3
ORD0015321,2026-04-04,2026-04-04 16:02:10,16,Saturday,Y,Evening,CUST000594,MFC016,RDR00191,Chennai,Mobile Web,UPI,No Campaign,Clear,N,Delivered,7,7,0,1220.84,63.12,0.0,0.0,28.94,1186.66,0.0,1186.66,351.39,2.33,28,2026-04-04 16:05:35,2026-04-04 16:13:20,2026-04-04 16:18:01,2026-04-04 16:03:02,2026-04-04 16:19:23,2026-04-04 16:27:52,,7.75,4.69,0.87,8.48,25.7,Within SLA,,,3.3
ORD0015322,2026-04-11,2026-04-11 08:45:40,8,Saturday,Y,Morning,CUST002872,MFC006,,Delhi NCR,Mobile Web,UPI,No Campaign,Clear,Y,Cancelled,2,2,0,252.43,17.16,0.0,25.0,5.88,266.15,266.15,0.0,43.6,1.62,28,2026-04-11 08:48:19,,,,,,2026-04-11 08:49:51,,,,,,Not Applicable,Rider Assignment,No Delivery Partner,
ORD0015323,2026-05-31,2026-05-31 09:25:23,9,Sunday,Y,Morning,CUST004362,MFC014,RDR00168,Hyderabad,Android,Wallet,No Campaign,Light Rain,Y,Delivered,3,3,0,360.03,37.91,0.0,15.0,8.05,345.17,0.0,345.17,50.87,4.99,38,2026-05-31 09:26:54,2026-05-31 09:29:28,2026-05-31 09:32:10,2026-05-31 09:30:46,2026-05-31 09:33:40,2026-05-31 09:58:58,,2.57,2.7,5.4,25.31,33.6,Within SLA,,,3.2
ORD0015324,2026-05-27,2026-05-27 08:20:41,8,Wednesday,N,Morning,CUST005665,MFC018,RDR00208,Pune,Desktop Web,Credit/Debit Card,New User Offer,Clear,Y,Delivered,12,12,0,3645.02,157.96,120.0,0.0,84.18,3451.24,0.0,3451.24,639.74,1.33,28,2026-05-27 08:22:14,2026-05-27 08:41:48,2026-05-27 08:47:11,2026-05-27 08:26:03,2026-05-27 08:47:43,2026-05-27 08:57:03,,19.57,5.38,5.38,9.33,36.38,SLA Breach,,,4.0
ORD0015325,2026-04-28,2026-04-28 15:50:18,15,Tuesday,N,Evening,CUST001428,MFC003,RDR00028,Bengaluru,Android,UPI,No Campaign,Heavy Rain,N,Delivered,6,6,0,1448.43,96.92,0.0,0.0,33.79,1385.3,0.0,1385.3,316.82,0.59,45,2026-04-28 15:52:47,2026-04-28 16:03:15,2026-04-28 16:06:18,2026-04-28 15:56:43,2026-04-28 16:07:59,2026-04-28 16:16:48,,10.46,3.06,6.43,8.82,26.5,Within SLA,,,3.6
ORD0015326,2026-04-05,2026-04-05 20:43:41,20,Sunday,Y,Evening,CUST000580,MFC008,RDR00085,Delhi NCR,Android,Credit/Debit Card,Membership Offer,Clear,Y,Delivered,3,3,0,170.36,12.9,7.87,20.0,3.74,173.33,0.0,173.33,38.3,2.3,28,2026-04-05 20:45:00,2026-04-05 20:51:06,2026-04-05 20:55:05,2026-04-05 20:49:19,2026-04-05 20:55:59,2026-04-05 21:08:25,,6.09,3.99,5.65,12.44,24.74,Within SLA,,,3.9
ORD0015327,2026-04-02,2026-04-02 14:36:42,14,Thursday,N,Evening,CUST005915,MFC009,RDR00100,Mumbai,Desktop Web,Wallet,New User Offer,Clear,N,Delivered,4,4,0,547.04,38.89,50.81,0.0,11.43,468.77,0.0,468.77,41.72,0.57,28,2026-04-02 14:40:01,2026-04-02 14:44:10,2026-04-02 14:47:45,2026-04-02 14:44:08,2026-04-02 14:49:29,2026-04-02 14:54:05,,4.15,3.58,7.44,4.6,17.4,Within SLA,,,2.7
ORD0015328,2026-06-21,2026-06-21 13:47:00,13,Sunday,Y,Morning,CUST005883,MFC017,RDR00195,Pune,Android,Cash on Delivery,Weekend Saver,Clear,Y,Delivered,3,3,0,670.12,90.95,0.0,0.0,14.48,593.65,0.0,593.65,156.72,1.53,28,2026-06-21 13:48:57,2026-06-21 13:54:53,2026-06-21 13:58:07,2026-06-21 13:55:31,2026-06-21 13:59:11,2026-06-21 14:08:42,,5.94,3.24,8.53,9.52,21.71,Within SLA,,,5.0
ORD0015329,2026-06-27,2026-06-27 20:32:34,20,Saturday,Y,Evening,CUST003719,MFC011,,Mumbai,iOS,Net Banking,No Campaign,Clear,Y,Cancelled,9,8,1,3418.48,107.27,0.0,0.0,82.78,3393.99,3393.99,0.0,862.63,2.16,28,2026-06-27 20:34:09,,,,,,2026-06-27 20:37:09,,,,,,Not Applicable,During Picking,No Delivery Partner,
ORD0015330,2026-04-02,2026-04-02 09:05:04,9,Thursday,N,Morning,CUST001059,MFC006,RDR00071,Delhi NCR,Android,UPI,No Campaign,Cloudy,Y,Delivered,1,1,0,230.77,12.0,0.0,15.0,5.47,239.24,0.0,239.24,38.79,2.64,28,2026-04-02 09:08:59,2026-04-02 09:13:30,2026-04-02 09:17:27,2026-04-02 09:11:21,2026-04-02 09:18:38,2026-04-02 09:34:01,,4.52,3.94,6.29,15.39,28.96,SLA Breach,,,3.9
ORD0015331,2026-05-23,2026-05-23 09:59:35,9,Saturday,Y,Morning,CUST007839,MFC017,RDR00204,Pune,Android,UPI,No Campaign,Clear,Y,Delivered,5,5,0,682.73,39.58,0.0,0.0,16.08,659.23,0.0,659.23,147.14,1.69,28,2026-05-23 10:01:46,2026-05-23 10:09:43,2026-05-23 10:12:14,2026-05-23 10:05:22,2026-05-23 10:13:23,2026-05-23 10:25:43,,7.96,2.51,5.79,12.34,26.14,Within SLA,,,3.2
ORD0015332,2026-05-15,2026-05-15 09:31:52,9,Friday,N,Morning,CUST002279,MFC017,RDR00202,Pune,iOS,UPI,No Campaign,Light Rain,Y,Delivered,3,3,0,755.01,31.41,0.0,0.0,18.09,741.69,0.0,741.69,224.73,0.89,28,2026-05-15 09:33:28,2026-05-15 09:42:35,2026-05-15 09:44:53,2026-05-15 09:35:59,2026-05-15 09:45:39,2026-05-15 09:53:35,,9.11,2.31,4.13,7.93,21.72,Within SLA,,,3.6
ORD0015333,2026-06-28,2026-06-28 20:46:46,20,Sunday,Y,Evening,CUST007480,MFC007,RDR00076,Delhi NCR,Android,UPI,Free Delivery,Clear,Y,Delivered,7,7,0,1353.31,110.19,0.0,0.0,31.08,1274.2,0.0,1274.2,263.25,1.82,28,2026-06-28 20:47:16,2026-06-28 21:02:11,2026-06-28 21:06:54,2026-06-28 20:51:30,2026-06-28 21:07:36,2026-06-28 21:13:50,,14.92,4.72,4.74,6.24,27.08,Within SLA,,,3.6
ORD0015334,2026-04-17,2026-04-17 16:48:21,16,Friday,N,Evening,CUST001157,MFC009,RDR00108,Mumbai,Mobile Web,UPI,Membership Offer,Clear,N,Delivered,3,3,0,577.45,6.88,28.53,0.0,13.55,555.59,0.0,555.59,190.05,2.42,28,2026-04-17 16:50:25,2026-04-17 16:52:57,2026-04-17 16:56:56,2026-04-17 16:53:23,2026-04-17 16:58:42,2026-04-17 17:08:55,,2.54,3.98,5.04,10.23,20.58,Within SLA,,,3.9
ORD0015335,2026-04-01,2026-04-01 21:00:25,21,Wednesday,N,Evening,CUST006306,MFC011,RDR00132,Mumbai,Android,UPI,No Campaign,Cloudy,Y,Partially Delivered,11,8,1,1380.52,111.99,0.0,0.0,31.71,1300.24,354.61,945.63,378.03,1.39,28,2026-04-01 21:00:58,2026-04-01 21:12:38,2026-04-01 21:16:24,2026-04-01 21:04:52,2026-04-01 21:17:05,2026-04-01 21:22:36,,11.66,3.76,4.46,5.52,22.19,Within SLA,,,2.4
ORD0015336,2026-05-18,2026-05-18 11:53:11,11,Monday,N,Morning,CUST007319,MFC017,RDR00203,Pune,Android,UPI,New User Offer,Clear,N,Delivered,7,7,0,674.28,43.33,63.1,0.0,14.2,582.05,0.0,582.05,120.87,4.31,38,2026-05-18 11:57:10,2026-05-18 12:04:35,2026-05-18 12:10:24,2026-05-18 11:59:35,2026-05-18 12:12:08,2026-05-18 12:25:45,,7.42,5.81,6.41,13.61,32.57,Within SLA,,,3.9
ORD0015337,2026-06-14,2026-06-14 06:59:29,6,Sunday,Y,Morning,CUST001995,MFC011,RDR00123,Mumbai,Android,UPI,No Campaign,Clear,N,Delivered,8,8,0,4582.99,298.85,0.0,0.0,107.1,4391.24,0.0,4391.24,919.07,2.33,28,2026-06-14 07:02:54,2026-06-14 07:11:59,2026-06-14 07:16:41,2026-06-14 07:03:38,2026-06-14 07:17:28,2026-06-14 07:27:20,,9.09,4.7,4.16,9.87,27.86,Within SLA,,,3.5
ORD0015338,2026-05-12,2026-05-12 17:47:35,17,Tuesday,N,Evening,CUST004687,MFC012,RDR00137,Hyderabad,iOS,Cash on Delivery,Free Delivery,Cloudy,N,Delivered,6,6,0,433.38,37.73,0.0,0.0,9.89,405.54,0.0,405.54,77.56,1.89,28,2026-05-12 17:49:56,2026-05-12 17:58:01,2026-05-12 18:01:05,2026-05-12 17:51:24,2026-05-12 18:02:45,2026-05-12 18:09:50,,8.08,3.06,3.83,7.09,22.25,Within SLA,,,3.2
ORD0015339,2026-04-05,2026-04-05 18:20:42,18,Sunday,Y,Evening,CUST007977,MFC011,RDR00130,Mumbai,iOS,UPI,No Campaign,Clear,Y,Delivered,7,7,0,1810.65,145.84,0.0,0.0,41.62,1706.43,0.0,1706.43,528.45,0.94,28,2026-04-05 18:23:00,2026-04-05 18:34:57,2026-04-05 18:39:11,2026-04-05 18:25:07,2026-04-05 18:40:59,2026-04-05 18:49:21,,11.94,4.23,4.42,8.36,28.66,SLA Breach,,,2.5
ORD0015340,2026-05-28,2026-05-28 21:40:46,21,Thursday,N,Evening,CUST001509,MFC017,RDR00199,Pune,Android,Credit/Debit Card,Membership Offer,Cloudy,Y,Delivered,4,4,0,1402.33,128.24,63.7,0.0,30.26,1240.65,0.0,1240.65,171.47,1.83,28,2026-05-28 21:41:16,2026-05-28 21:48:15,2026-05-28 21:50:27,2026-05-28 21:42:09,2026-05-28 21:52:27,2026-05-28 22:04:25,,6.98,2.2,1.39,11.98,23.66,Within SLA,,,4.2
ORD0015341,2026-04-29,2026-04-29 18:44:34,18,Wednesday,N,Evening,CUST005240,MFC005,RDR00060,Bengaluru,iOS,Net Banking,Category Deal,Clear,Y,Delivered,6,6,0,418.6,70.42,0.0,20.0,8.7,376.88,0.0,376.88,45.27,1.79,28,2026-04-29 18:47:24,2026-04-29 18:56:57,2026-04-29 19:01:29,2026-04-29 18:49:19,2026-04-29 19:02:35,2026-04-29 19:11:17,,9.54,4.53,4.76,8.69,26.72,Within SLA,,,3.0
ORD0015342,2026-05-23,2026-05-23 20:50:13,20,Saturday,Y,Evening,CUST007444,MFC018,,Pune,Android,UPI,Membership Offer,Heavy Rain,Y,Cancelled,1,1,0,68.31,4.57,3.19,20.0,1.51,82.06,82.06,0.0,9.89,4.64,45,2026-05-23 20:52:00,,,,,,2026-05-23 20:53:27,,,,,,Not Applicable,During Picking,No Delivery Partner,
ORD0015343,2026-04-03,2026-04-03 20:33:30,20,Friday,N,Evening,CUST007659,MFC001,RDR00003,Bengaluru,Android,UPI,No Campaign,Cloudy,Y,Delivered,5,5,0,394.73,27.51,0.0,20.0,9.18,396.4,0.0,396.4,96.65,1.3,28,2026-04-03 20:34:00,2026-04-03 20:39:23,2026-04-03 20:43:18,2026-04-03 20:40:09,2026-04-03 20:44:38,2026-04-03 20:53:23,,5.39,3.92,6.65,8.75,19.89,Within SLA,,,4.5
ORD0015344,2026-04-30,2026-04-30 11:10:32,11,Thursday,N,Morning,CUST006483,MFC017,RDR00193,Pune,Android,UPI,Weekend Saver,Clear,N,Delivered,1,1,0,29.86,2.45,0.0,30.0,0.69,58.1,0.0,58.1,5.56,0.65,20,2026-04-30 11:11:44,2026-04-30 11:14:33,2026-04-30 11:16:33,2026-04-30 11:14:09,2026-04-30 11:18:02,2026-04-30 11:22:27,,2.82,1.99,3.62,4.42,11.93,Within SLA,,,3.7
ORD0015345,2026-05-09,2026-05-09 20:46:06,20,Saturday,Y,Evening,CUST004899,MFC012,RDR00134,Hyderabad,Android,UPI,Category Deal,Clear,Y,Delivered,5,5,0,1783.56,204.47,0.0,0.0,39.48,1618.57,0.0,1618.57,329.32,0.87,28,2026-05-09 20:47:09,2026-05-09 20:53:17,2026-05-09 20:56:13,2026-05-09 20:49:23,2026-05-09 20:58:00,2026-05-09 21:05:59,,6.13,2.94,3.29,7.98,19.9,Within SLA,,,3.0
ORD0015346,2026-04-19,2026-04-19 19:59:55,19,Sunday,Y,Evening,CUST002317,MFC018,RDR00216,Pune,Android,UPI,No Campaign,Cloudy,Y,Delivered,6,6,0,1326.47,70.45,0.0,0.0,31.4,1287.42,0.0,1287.42,288.5,0.3,28,2026-04-19 20:02:09,2026-04-19 20:12:16,2026-04-19 20:16:44,2026-04-19 20:07:10,2026-04-19 20:17:34,2026-04-19 20:25:04,,10.12,4.46,7.25,7.5,25.16,Within SLA,,,2.8
ORD0015347,2026-06-25,2026-06-25 20:50:33,20,Thursday,N,Evening,CUST006922,MFC006,RDR00071,Delhi NCR,Android,Wallet,No Campaign,Light Rain,Y,Delivered,5,5,0,701.97,21.11,0.0,0.0,17.02,697.88,0.0,697.88,222.6,3.44,38,2026-06-25 20:53:13,2026-06-25 21:01:24,2026-06-25 21:04:19,2026-06-25 20:56:10,2026-06-25 21:05:28,2026-06-25 21:26:35,,8.17,2.92,5.63,21.12,36.04,Within SLA,,,3.4
ORD0015348,2026-04-01,2026-04-01 10:27:25,10,Wednesday,N,Morning,CUST007206,MFC011,RDR00130,Mumbai,Android,Credit/Debit Card,No Campaign,Cloudy,N,Delivered,3,3,0,412.72,20.38,0.0,20.0,9.81,422.15,0.0,422.15,76.95,0.82,28,2026-04-01 10:28:18,2026-04-01 10:33:51,2026-04-01 10:37:43,2026-04-01 10:28:57,2026-04-01 10:38:45,2026-04-01 10:41:49,,5.54,3.87,1.54,3.07,14.41,Within SLA,,,3.5
ORD0015349,2026-06-27,2026-06-27 09:25:04,9,Saturday,Y,Morning,CUST004701,MFC001,RDR00008,Bengaluru,Desktop Web,UPI,No Campaign,Clear,Y,Delivered,3,3,0,809.32,61.59,0.0,0.0,18.69,766.42,0.0,766.42,103.49,0.43,20,2026-06-27 09:25:43,2026-06-27 09:32:08,2026-06-27 09:35:25,2026-06-27 09:31:44,2026-06-27 09:35:57,2026-06-27 09:42:08,,6.41,3.27,6.68,6.17,17.07,Within SLA,,,3.4
ORD0015350,2026-05-14,2026-05-14 16:22:16,16,Thursday,N,Evening,CUST002360,MFC018,RDR00208,Pune,Android,UPI,No Campaign,Cloudy,N,Delivered,10,10,0,1500.92,98.46,0.0,0.0,35.06,1437.52,0.0,1437.52,450.76,2.62,28,2026-05-14 16:24:56,2026-05-14 16:37:41,2026-05-14 16:42:42,2026-05-14 16:23:58,2026-05-14 16:43:44,2026-05-14 16:54:06,,12.76,5.01,1.71,10.36,31.84,SLA Breach,,,4.0
ORD0015351,2026-04-16,2026-04-16 16:08:08,16,Thursday,N,Evening,CUST002383,MFC016,RDR00183,Chennai,Android,Credit/Debit Card,New User Offer,Clear,N,Delivered,12,12,0,2506.84,177.73,120.0,0.0,55.23,2264.34,0.0,2264.34,665.69,2.95,28,2026-04-16 16:08:38,2026-04-16 16:19:02,2026-04-16 16:24:14,2026-04-16 16:13:08,2026-04-16 16:25:34,2026-04-16 16:34:54,,10.4,5.21,5.0,9.32,26.77,Within SLA,,,3.7
ORD0015352,2026-04-08,2026-04-08 06:15:09,6,Wednesday,N,Morning,CUST002051,MFC001,RDR00008,Bengaluru,Android,Credit/Debit Card,No Campaign,Clear,N,Partially Delivered,5,4,1,645.72,38.92,0.0,0.0,15.17,621.97,124.39,497.58,77.6,0.98,28,2026-04-08 06:16:52,2026-04-08 06:22:21,2026-04-08 06:26:34,2026-04-08 06:18:07,2026-04-08 06:28:37,2026-04-08 06:35:33,,5.47,4.22,2.97,6.93,20.41,Within SLA,,,3.8
ORD0015353,2026-05-20,2026-05-20 12:34:25,12,Wednesday,N,Morning,CUST004012,MFC017,RDR00203,Pune,Android,UPI,No Campaign,Clear,Y,Delivered,4,4,0,201.34,12.2,0.0,25.0,4.73,218.87,0.0,218.87,57.6,1.67,28,2026-05-20 12:38:37,2026-05-20 12:45:03,2026-05-20 12:48:07,2026-05-20 12:41:00,2026-05-20 12:49:20,2026-05-20 12:56:47,,6.44,3.05,6.6,7.45,22.37,Within SLA,,,4.3
ORD0015354,2026-05-15,2026-05-15 12:55:00,12,Friday,N,Morning,CUST003098,MFC003,RDR00033,Bengaluru,Android,UPI,No Campaign,Clear,Y,Delivered,5,5,0,1220.1,54.93,0.0,0.0,29.13,1194.3,0.0,1194.3,370.08,1.67,28,2026-05-15 12:59:30,2026-05-15 13:03:59,2026-05-15 13:06:35,2026-05-15 12:58:33,2026-05-15 13:07:56,2026-05-15 13:17:36,,4.48,2.59,3.56,9.67,22.6,Within SLA,,,3.9
ORD0015355,2026-05-10,2026-05-10 07:49:02,7,Sunday,Y,Morning,CUST006030,MFC012,RDR00142,Hyderabad,Android,Credit/Debit Card,Weekend Saver,Clear,N,Partially Delivered,3,2,1,936.13,109.39,0.0,0.0,20.67,847.41,282.47,564.94,142.49,1.95,28,2026-05-10 07:50:20,2026-05-10 07:56:32,2026-05-10 07:59:43,2026-05-10 07:55:40,2026-05-10 08:00:38,2026-05-10 08:07:45,,6.2,3.18,6.64,7.11,18.73,Within SLA,,,2.6
ORD0015356,2026-06-20,2026-06-20 12:33:40,12,Saturday,Y,Morning,CUST001880,MFC007,RDR00073,Delhi NCR,iOS,UPI,No Campaign,Cloudy,Y,Delivered,5,5,0,1471.33,102.21,0.0,0.0,34.23,1403.35,0.0,1403.35,533.03,0.34,28,2026-06-20 12:34:57,2026-06-20 12:40:41,2026-06-20 12:44:31,2026-06-20 12:39:21,2026-06-20 12:46:41,2026-06-20 12:52:35,,5.74,3.85,5.7,5.9,18.92,Within SLA,,,3.5
ORD0015357,2026-05-29,2026-05-29 17:05:31,17,Friday,N,Evening,CUST001966,MFC009,RDR00099,Mumbai,iOS,Credit/Debit Card,No Campaign,Light Rain,N,Delivered,3,3,0,710.07,27.68,0.0,0.0,17.06,699.45,0.0,699.45,122.15,4.79,38,2026-05-29 17:07:53,2026-05-29 17:09:53,2026-05-29 17:13:14,2026-05-29 17:10:09,2026-05-29 17:14:51,2026-05-29 17:38:28,,2.0,3.34,4.63,23.62,32.96,Within SLA,,,4.0
ORD0015358,2026-04-20,2026-04-20 08:38:55,8,Monday,N,Morning,CUST007611,MFC005,RDR00050,Bengaluru,iOS,Credit/Debit Card,Weekend Saver,Clear,Y,Delivered,7,7,0,2419.92,245.41,0.0,0.0,54.36,2228.87,0.0,2228.87,413.71,2.06,28,2026-04-20 08:43:12,2026-04-20 08:50:32,2026-04-20 08:56:09,2026-04-20 08:44:22,2026-04-20 08:57:46,2026-04-20 09:09:32,,7.34,5.62,5.46,11.77,30.63,SLA Breach,,,3.3
ORD0015359,2026-06-01,2026-06-01 08:20:43,8,Monday,N,Morning,CUST007519,MFC006,RDR00064,Delhi NCR,iOS,Cash on Delivery,No Campaign,Clear,Y,Delivered,2,2,0,171.72,3.08,0.0,30.0,4.22,202.86,0.0,202.86,70.88,0.96,20,2026-06-01 08:23:04,2026-06-01 08:26:27,2026-06-01 08:28:49,2026-06-01 08:24:25,2026-06-01 08:29:25,2026-06-01 08:36:27,,3.39,2.36,3.71,7.04,15.75,Within SLA,,,4.5
ORD0015360,2026-05-19,2026-05-19 23:24:47,23,Tuesday,N,Night,CUST005417,MFC003,RDR00031,Bengaluru,Mobile Web,UPI,No Campaign,Light Rain,N,Delivered,5,5,0,1066.69,37.81,0.0,0.0,25.72,1054.6,0.0,1054.6,309.42,1.47,28,2026-05-19 23:28:13,2026-05-19 23:34:37,2026-05-19 23:39:20,2026-05-19 23:27:32,2026-05-19 23:41:31,2026-05-19 23:49:24,,6.4,4.72,2.76,7.87,24.62,Within SLA,,,3.5
ORD0015361,2026-05-26,2026-05-26 18:05:37,18,Tuesday,N,Evening,CUST007753,MFC001,RDR00011,Bengaluru,Android,UPI,New User Offer,Clear,Y,Delivered,5,5,0,588.56,19.98,56.86,0.0,12.79,524.51,0.0,524.51,165.34,0.4,28,2026-05-26 18:08:01,2026-05-26 18:15:40,2026-05-26 18:19:08,2026-05-26 18:13:05,2026-05-26 18:20:15,2026-05-26 18:24:57,,7.66,3.46,7.48,4.7,19.34,Within SLA,,,3.2
ORD0015362,2026-04-05,2026-04-05 19:36:30,19,Sunday,Y,Evening,CUST004576,MFC012,RDR00137,Hyderabad,Mobile Web,Wallet,No Campaign,Clear,Y,Delivered,4,4,0,3798.95,321.33,0.0,0.0,86.94,3564.56,0.0,3564.56,958.62,1.19,28,2026-04-05 19:37:00,2026-04-05 19:42:15,2026-04-05 19:45:16,2026-04-05 19:40:44,2026-04-05 19:47:26,2026-04-05 19:53:03,,5.27,3.0,4.24,5.62,16.56,Within SLA,,,5.0
ORD0015363,2026-06-05,2026-06-05 23:55:28,23,Friday,N,Night,CUST005269,MFC003,RDR00035,Bengaluru,iOS,UPI,No Campaign,Clear,N,Delivered,3,3,0,630.52,27.91,0.0,0.0,15.07,617.68,0.0,617.68,182.54,2.06,28,2026-06-05 23:57:11,2026-06-06 00:00:13,2026-06-06 00:03:00,2026-06-05 23:58:37,2026-06-06 00:04:40,2026-06-06 00:12:37,,3.04,2.78,3.15,7.95,17.16,Within SLA,,,4.9
ORD0015364,2026-06-16,2026-06-16 20:36:18,20,Tuesday,N,Evening,CUST005320,MFC018,RDR00207,Pune,Android,UPI,No Campaign,Cloudy,Y,Delivered,3,3,0,1365.69,46.01,0.0,0.0,32.99,1352.67,0.0,1352.67,509.74,0.98,28,2026-06-16 20:38:00,2026-06-16 20:47:07,2026-06-16 20:50:02,2026-06-16 20:41:29,2026-06-16 20:50:51,2026-06-16 20:58:10,,9.12,2.92,5.2,7.32,21.88,Within SLA,,,3.8
ORD0015365,2026-05-17,2026-05-17 18:54:08,18,Sunday,Y,Evening,CUST005213,MFC007,RDR00084,Delhi NCR,Android,UPI,Membership Offer,Light Rain,Y,Delivered,2,2,0,311.32,15.79,14.78,30.0,7.02,317.77,0.0,317.77,90.9,5.15,38,2026-05-17 18:56:31,2026-05-17 18:58:31,2026-05-17 19:00:57,2026-05-17 19:00:15,2026-05-17 19:02:37,2026-05-17 19:32:57,,2.0,2.44,6.13,30.33,38.82,SLA Breach,,,4.1
ORD0015366,2026-06-18,2026-06-18 15:10:11,15,Thursday,N,Evening,CUST004158,MFC003,RDR00030,Bengaluru,Android,UPI,Weekend Saver,Light Rain,N,Delivered,6,6,0,2232.56,303.57,0.0,0.0,48.22,1977.21,0.0,1977.21,337.1,3.37,38,2026-06-18 15:15:40,2026-06-18 15:21:04,2026-06-18 15:24:02,2026-06-18 15:13:41,2026-06-18 15:25:25,2026-06-18 15:42:26,,5.4,2.97,3.5,17.02,32.27,Within SLA,,,3.4
ORD0015367,2026-05-22,2026-05-22 13:18:19,13,Friday,N,Morning,CUST003105,MFC007,RDR00077,Delhi NCR,Android,UPI,Category Deal,Clear,Y,Delivered,4,4,0,1201.08,118.14,0.0,0.0,27.07,1110.01,0.0,1110.01,121.32,1.88,28,2026-05-22 13:20:58,2026-05-22 13:27:54,2026-05-22 13:30:04,2026-05-22 13:24:58,2026-05-22 13:32:10,2026-05-22 13:44:34,,6.93,2.18,6.67,12.4,26.26,Within SLA,,,4.1
ORD0015368,2026-06-29,2026-06-29 20:49:34,20,Monday,N,Evening,CUST005488,MFC015,RDR00174,Chennai,Android,Credit/Debit Card,No Campaign,Clear,Y,Delivered,5,5,0,1051.98,115.81,0.0,0.0,23.4,959.57,0.0,959.57,227.22,2.81,28,2026-06-29 20:50:04,2026-06-29 20:57:44,2026-06-29 21:01:14,2026-06-29 20:54:27,2026-06-29 21:02:57,2026-06-29 21:16:21,,7.67,3.51,4.89,13.4,26.79,Within SLA,,,3.8
ORD0015369,2026-04-13,2026-04-13 20:05:48,20,Monday,N,Evening,CUST003128,MFC007,RDR00080,Delhi NCR,iOS,UPI,Membership Offer,Clear,Y,Delivered,9,9,0,454.3,21.96,21.62,20.0,10.27,440.99,0.0,440.99,119.27,0.51,28,2026-04-13 20:08:03,2026-04-13 20:18:43,2026-04-13 20:21:40,2026-04-13 20:13:32,2026-04-13 20:23:22,2026-04-13 20:27:00,,10.67,2.95,7.74,3.62,21.2,Within SLA,,,3.9
ORD0015370,2026-05-08,2026-05-08 19:36:57,19,Friday,N,Evening,CUST001570,MFC007,RDR00083,Delhi NCR,Android,UPI,No Campaign,Clear,Y,Delivered,7,7,0,2606.15,251.28,0.0,0.0,58.87,2413.74,0.0,2413.74,594.14,2.02,28,2026-05-08 19:40:37,2026-05-08 19:45:52,2026-05-08 19:50:17,2026-05-08 19:40:06,2026-05-08 19:51:57,2026-05-08 20:06:53,,5.26,4.4,3.16,14.93,29.94,SLA Breach,,,3.4
ORD0015371,2026-06-07,2026-06-07 19:12:52,19,Sunday,Y,Evening,CUST005679,MFC013,RDR00148,Hyderabad,Android,UPI,New User Offer,Heavy Rain,Y,Delivered,3,3,0,973.72,25.83,94.79,0.0,21.33,874.43,0.0,874.43,187.72,1.77,45,2026-06-07 19:14:08,2026-06-07 19:19:37,2026-06-07 19:22:21,2026-06-07 19:21:44,2026-06-07 19:23:56,2026-06-07 19:42:39,,5.49,2.74,8.88,18.7,29.79,Within SLA,,,4.4
ORD0015372,2026-06-10,2026-06-10 20:40:16,20,Wednesday,N,Evening,CUST001747,MFC003,RDR00031,Bengaluru,iOS,Net Banking,Free Delivery,Clear,Y,Delivered,4,4,0,1138.86,86.24,0.0,0.0,26.32,1078.94,0.0,1078.94,376.81,4.15,38,2026-06-10 20:41:17,2026-06-10 20:46:58,2026-06-10 20:50:29,2026-06-10 20:46:57,2026-06-10 20:52:13,2026-06-10 21:10:38,,5.67,3.51,6.68,18.42,30.37,Within SLA,,,3.2
