order_item_id,order_id,product_id,quantity_ordered,quantity_fulfilled,unit_mrp,unit_selling_price,line_discount_amount,item_revenue,item_cost,gross_margin,stock_available_at_order,substitution_flag
ORD0011063-02,ORD0011063,PRD0124,1,1,221.36,200.43,20.93,200.43,123.5,76.93,11,N
ORD0011063-03,ORD0011063,PRD0379,1,1,800.37,705.13,95.24,705.13,601.13,104.0,2,N
ORD0011064-01,ORD0011064,PRD0204,1,1,217.26,202.39,14.87,202.39,162.51,39.88,12,N
ORD0011064-02,ORD0011064,PRD0330,1,1,133.2,120.31,12.89,120.31,99.34,20.97,6,N
ORD0011064-03,ORD0011064,PRD0253,1,1,229.62,214.83,14.79,214.83,166.59,48.24,7,N
ORD0011064-04,ORD0011064,PRD0220,2,2,73.81,71.66,4.3,143.32,120.42,22.9,8,N
ORD0011064-05,ORD0011064,PRD0113,1,1,123.69,111.98,11.71,111.98,91.34,20.64,2,N
ORD0011064-06,ORD0011064,PRD0357,2,2,452.35,444.9,14.9,889.8,581.9,307.9,9,N
ORD0011065-01,ORD0011065,PRD0281,2,2,512.81,477.93,69.76,955.86,757.52,198.34,7,N
ORD0011065-02,ORD0011065,PRD0026,1,1,28.66,27.52,1.14,27.52,20.08,7.44,10,N
ORD0011066-01,ORD0011066,PRD0160,2,2,221.65,220.76,1.78,441.52,258.78,182.74,5,N
ORD0011067-01,ORD0011067,PRD0270,2,2,262.49,232.07,60.84,464.14,373.34,90.8,9,N
ORD0011067-02,ORD0011067,PRD0322,1,1,56.15,52.28,3.87,52.28,42.64,9.64,12,N
ORD0011068-01,ORD0011068,PRD0221,1,1,221.76,203.73,18.03,203.73,125.92,77.81,10,N
ORD0011068-02,ORD0011068,PRD0148,2,2,84.58,83.58,2.0,167.16,128.5,38.66,11,N
ORD0011069-01,ORD0011069,PRD0325,2,2,1993.04,1825.94,334.2,3651.88,2480.74,1171.14,6,N
ORD0011069-02,ORD0011069,PRD0147,1,1,192.88,175.41,17.47,175.41,145.0,30.41,6,N
ORD0011069-03,ORD0011069,PRD0106,1,1,287.88,285.53,2.35,285.53,159.83,125.7,1,N
ORD0011069-04,ORD0011069,PRD0274,4,4,292.71,288.35,17.44,1153.4,648.08,505.32,8,N
ORD0011069-05,ORD0011069,PRD0169,1,1,117.62,104.9,12.72,104.9,90.98,13.92,0,Y
ORD0011070-01,ORD0011070,PRD0068,2,2,71.52,69.34,4.36,138.68,93.82,44.86,7,N
ORD0011070-02,ORD0011070,PRD0196,2,2,120.42,113.59,13.66,227.18,140.5,86.68,11,N
ORD0011070-03,ORD0011070,PRD0303,1,1,50.63,50.58,0.05,50.58,39.02,11.56,3,N
ORD0011070-04,ORD0011070,PRD0048,1,1,581.26,560.25,21.01,560.25,377.47,182.78,4,N
ORD0011071-01,ORD0011071,PRD0345,1,1,26.41,23.34,3.07,23.34,19.92,3.42,3,N
ORD0011071-02,ORD0011071,PRD0279,1,1,91.39,82.33,9.06,82.33,71.33,11.0,6,N
ORD0011072-01,ORD0011072,PRD0391,1,1,380.24,339.68,40.56,339.68,307.45,32.23,5,N
ORD0011072-02,ORD0011072,PRD0006,1,1,98.39,98.17,0.22,98.17,56.07,42.1,11,N
ORD0011072-03,ORD0011072,PRD0205,2,2,76.91,70.01,13.8,140.02,121.1,18.92,12,N
ORD0011072-04,ORD0011072,PRD0286,2,2,599.11,581.81,34.6,1163.62,796.98,366.64,1,Y
ORD0011073-01,ORD0011073,PRD0010,1,0,373.49,334.02,0.0,0.0,0.0,0.0,0,N
ORD0011073-02,ORD0011073,PRD0391,1,1,380.24,354.54,25.7,354.54,307.45,47.09,4,N
ORD0011074-01,ORD0011074,PRD0095,2,2,59.74,55.42,8.64,110.84,80.1,30.74,13,N
ORD0011074-02,ORD0011074,PRD0201,1,1,58.44,54.67,3.77,54.67,45.44,9.23,9,N
ORD0011074-03,ORD0011074,PRD0281,3,3,512.81,484.1,86.13,1452.3,1136.28,316.02,5,N
ORD0011074-04,ORD0011074,PRD0345,1,1,26.41,25.51,0.9,25.51,19.92,5.59,9,N
ORD0011075-01,ORD0011075,PRD0393,1,1,908.06,853.57,54.49,853.57,661.58,191.99,9,N
ORD0011075-02,ORD0011075,PRD0130,1,1,228.61,206.85,21.76,206.85,185.23,21.62,4,N
ORD0011075-03,ORD0011075,PRD0175,1,1,36.48,33.38,3.1,33.38,21.18,12.2,8,N
ORD0011075-04,ORD0011075,PRD0140,1,1,221.27,211.7,9.57,211.7,149.65,62.05,12,N
ORD0011075-05,ORD0011075,PRD0251,1,1,19.55,17.62,1.93,17.62,11.39,6.23,2,N
ORD0011075-06,ORD0011075,PRD0046,1,1,472.65,433.78,38.87,433.78,365.52,68.26,2,N
ORD0011076-01,ORD0011076,PRD0176,1,1,37.4,34.33,3.07,34.33,27.68,6.65,11,N
ORD0011076-02,ORD0011076,PRD0352,1,1,31.05,30.77,0.28,30.77,20.05,10.72,9,N
ORD0011076-03,ORD0011076,PRD0003,1,1,18.3,17.76,0.54,17.76,10.42,7.34,7,N
ORD0011077-01,ORD0011077,PRD0266,1,1,528.79,472.95,55.84,472.95,415.15,57.8,2,N
ORD0011078-01,ORD0011078,PRD0140,1,1,221.27,200.14,21.13,200.14,149.65,50.49,10,N
ORD0011078-02,ORD0011078,PRD0015,1,1,303.38,283.09,20.29,283.09,238.94,44.15,6,N
ORD0011078-03,ORD0011078,PRD0222,1,1,278.22,258.58,19.64,258.58,154.91,103.67,5,N
ORD0011078-04,ORD0011078,PRD0057,1,1,711.4,659.58,51.82,659.58,544.53,115.05,11,N
ORD0011078-05,ORD0011078,PRD0108,1,1,252.34,249.42,2.92,249.42,178.07,71.35,4,N
ORD0011079-01,ORD0011079,PRD0313,2,2,823.32,782.07,82.5,1564.14,1287.26,276.88,6,N
ORD0011079-02,ORD0011079,PRD0203,1,1,142.66,132.98,9.68,132.98,87.27,45.71,7,N
ORD0011079-03,ORD0011079,PRD0007,1,1,120.33,116.5,3.83,116.5,82.2,34.3,1,N
ORD0011080-01,ORD0011080,PRD0368,1,1,40.49,36.64,3.85,36.64,24.08,12.56,4,N
ORD0011080-02,ORD0011080,PRD0240,1,1,27.53,24.86,2.67,24.86,16.04,8.82,10,N
ORD0011080-03,ORD0011080,PRD0109,1,1,103.44,97.42,6.02,97.42,63.04,34.38,10,N
ORD0011080-04,ORD0011080,PRD0186,1,1,93.14,83.19,9.95,83.19,62.56,20.63,11,N
ORD0011080-05,ORD0011080,PRD0354,1,1,180.6,174.21,6.39,174.21,110.25,63.96,10,N
ORD0011080-06,ORD0011080,PRD0333,2,2,60.9,59.2,3.4,118.4,91.2,27.2,10,N
ORD0011080-07,ORD0011080,PRD0264,1,1,27.07,25.2,1.87,25.2,22.19,3.01,3,N
ORD0011081-01,ORD0011081,PRD0132,1,1,130.15,122.74,7.41,122.74,73.86,48.88,12,N
ORD0011081-02,ORD0011081,PRD0263,1,1,266.37,250.99,15.38,250.99,213.14,37.85,7,N
ORD0011081-03,ORD0011081,PRD0388,1,1,594.5,538.79,55.71,538.79,470.21,68.58,8,N
ORD0011081-04,ORD0011081,PRD0128,1,1,43.34,40.13,3.21,40.13,31.62,8.51,1,N
ORD0011081-05,ORD0011081,PRD0390,1,1,204.01,189.49,14.52,189.49,127.86,61.63,6,N
ORD0011081-06,ORD0011081,PRD0314,1,1,106.23,96.99,9.24,96.99,79.4,17.59,9,N
ORD0011081-07,ORD0011081,PRD0004,1,1,538.11,512.1,26.01,512.1,352.7,159.4,6,N
ORD0011081-08,ORD0011081,PRD0216,3,3,30.46,27.97,7.47,83.91,66.42,17.49,4,N
ORD0011082-01,ORD0011082,PRD0361,1,1,740.23,686.28,53.95,686.28,567.07,119.21,1,N
ORD0011082-02,ORD0011082,PRD0029,1,1,119.19,110.3,8.89,110.3,91.63,18.67,11,N
ORD0011083-01,ORD0011083,PRD0066,1,1,68.31,63.75,4.56,63.75,50.66,13.09,12,N
ORD0011083-02,ORD0011083,PRD0352,1,1,31.05,27.91,3.14,27.91,20.05,7.86,1,N
ORD0011083-03,ORD0011083,PRD0029,1,1,119.19,114.47,4.72,114.47,91.63,22.84,7,N
ORD0011083-04,ORD0011083,PRD0003,1,1,18.3,18.2,0.1,18.2,10.42,7.78,10,N
ORD0011083-05,ORD0011083,PRD0048,1,1,581.26,530.61,50.65,530.61,377.47,153.14,7,N
ORD0011084-01,ORD0011084,PRD0388,1,1,594.5,550.57,43.93,550.57,470.21,80.36,1,N
ORD0011084-02,ORD0011084,PRD0065,1,1,754.45,635.65,118.8,635.65,419.57,216.08,4,N
ORD0011084-03,ORD0011084,PRD0295,1,1,59.98,52.13,7.85,52.13,39.54,12.59,4,N
ORD0011084-04,ORD0011084,PRD0072,1,1,269.23,239.41,29.82,239.41,148.68,90.73,1,N
ORD0011084-05,ORD0011084,PRD0174,1,1,1335.56,1216.08,119.48,1216.08,948.79,267.29,6,N
ORD0011085-01,ORD0011085,PRD0311,4,4,517.76,459.57,232.76,1838.28,1392.64,445.64,10,N
ORD0011085-02,ORD0011085,PRD0088,1,0,113.27,109.58,0.0,0.0,0.0,0.0,0,N
ORD0011085-03,ORD0011085,PRD0363,1,1,68.17,65.36,2.81,65.36,48.06,17.3,11,N
ORD0011085-04,ORD0011085,PRD0186,1,1,93.14,90.53,2.61,90.53,62.56,27.97,5,N
ORD0011085-05,ORD0011085,PRD0083,1,1,136.12,134.98,1.14,134.98,93.1,41.88,6,N
ORD0011086-01,ORD0011086,PRD0042,1,1,54.27,54.26,0.01,54.26,34.24,20.02,9,N
ORD0011086-02,ORD0011086,PRD0006,1,1,98.39,88.06,10.33,88.06,56.07,31.99,5,N
ORD0011086-03,ORD0011086,PRD0323,2,2,73.72,65.91,15.62,131.82,91.84,39.98,12,N
ORD0011086-04,ORD0011086,PRD0385,2,2,167.52,159.99,15.06,319.98,255.68,64.3,9,N
ORD0011086-05,ORD0011086,PRD0025,1,1,51.51,50.66,0.85,50.66,36.03,14.63,5,N
ORD0011087-01,ORD0011087,PRD0381,1,1,136.44,126.35,10.09,126.35,77.84,48.51,10,N
ORD0011087-02,ORD0011087,PRD0130,1,1,228.61,210.1,18.51,210.1,185.23,24.87,9,N
ORD0011087-03,ORD0011087,PRD0152,2,2,142.62,123.78,37.68,247.56,162.3,85.26,9,N
ORD0011088-01,ORD0011088,PRD0201,1,1,58.44,55.67,2.77,55.67,45.44,10.23,10,N
ORD0011088-02,ORD0011088,PRD0123,3,2,1740.45,1697.15,86.6,3394.3,2216.98,1177.32,2,N
ORD0011088-03,ORD0011088,PRD0338,3,3,60.11,55.46,13.95,166.38,110.13,56.25,3,N
ORD0011088-04,ORD0011088,PRD0345,1,1,26.41,23.47,2.94,23.47,19.92,3.55,7,N
ORD0011088-05,ORD0011088,PRD0194,1,1,76.35,74.02,2.33,74.02,53.21,20.81,8,N
ORD0011088-06,ORD0011088,PRD0314,2,2,106.23,96.49,19.48,192.98,158.8,34.18,7,N
ORD0011088-07,ORD0011088,PRD0101,1,1,170.53,150.81,19.72,150.81,127.66,23.15,10,N
ORD0011089-01,ORD0011089,PRD0168,2,2,155.92,144.48,22.88,288.96,201.8,87.16,2,N
ORD0011090-01,ORD0011090,PRD0397,1,1,53.6,49.96,3.64,49.96,30.92,19.04,3,N
ORD0011090-02,ORD0011090,PRD0110,1,1,154.53,151.61,2.92,151.61,120.04,31.57,9,N
ORD0011090-03,ORD0011090,PRD0174,1,1,1335.56,1317.44,18.12,1317.44,948.79,368.65,12,N
ORD0011091-01,ORD0011091,PRD0152,1,1,142.62,134.13,8.49,134.13,81.15,52.98,4,N
ORD0011092-01,ORD0011092,PRD0358,1,1,602.35,573.99,28.36,573.99,397.5,176.49,5,N
ORD0011092-02,ORD0011092,PRD0397,1,1,53.6,49.88,3.72,49.88,30.92,18.96,5,N
ORD0011093-01,ORD0011093,PRD0046,1,1,472.65,420.29,52.36,420.29,365.52,54.77,6,N
ORD0011093-02,ORD0011093,PRD0127,1,1,45.66,44.65,1.01,44.65,26.39,18.26,11,N
ORD0011093-03,ORD0011093,PRD0224,1,1,180.63,166.47,14.16,166.47,130.47,36.0,1,N
ORD0011094-01,ORD0011094,PRD0274,1,1,292.71,283.74,8.97,283.74,162.02,121.72,6,N
ORD0011094-02,ORD0011094,PRD0277,1,1,80.43,79.06,1.37,79.06,64.41,14.65,10,N
ORD0011094-03,ORD0011094,PRD0022,1,1,506.1,446.44,59.66,446.44,300.92,145.52,8,N
ORD0011094-04,ORD0011094,PRD0308,1,1,26.68,23.71,2.97,23.71,17.64,6.07,2,N
ORD0011095-01,ORD0011095,PRD0273,2,2,91.12,87.72,6.8,175.44,116.68,58.76,6,N
ORD0011095-02,ORD0011095,PRD0218,1,1,99.91,89.28,10.63,89.28,63.96,25.32,11,N
ORD0011095-03,ORD0011095,PRD0056,4,1,818.77,812.96,5.81,812.96,533.72,279.24,1,N
ORD0011095-04,ORD0011095,PRD0264,2,2,27.07,26.48,1.18,52.96,44.38,8.58,2,N
ORD0011095-05,ORD0011095,PRD0029,2,2,119.19,113.79,10.8,227.58,183.26,44.32,13,N
ORD0011095-06,ORD0011095,PRD0099,1,1,130.91,130.0,0.91,130.0,83.38,46.62,6,N
ORD0011096-01,ORD0011096,PRD0227,1,1,449.57,417.79,31.78,417.79,315.57,102.22,1,N
ORD0011096-02,ORD0011096,PRD0160,1,1,221.65,217.03,4.62,217.03,129.39,87.64,3,N
ORD0011096-03,ORD0011096,PRD0105,1,1,217.96,211.99,5.97,211.99,126.22,85.77,8,N
ORD0011096-04,ORD0011096,PRD0116,2,2,161.43,153.43,16.0,306.86,264.6,42.26,10,N
ORD0011096-05,ORD0011096,PRD0381,1,1,136.44,131.67,4.77,131.67,77.84,53.83,3,N
ORD0011096-06,ORD0011096,PRD0237,1,1,280.88,252.89,27.99,252.89,189.72,63.17,11,N
ORD0011096-07,ORD0011096,PRD0079,1,1,153.41,139.41,14.0,139.41,113.96,25.45,2,N
ORD0011097-01,ORD0011097,PRD0104,1,1,84.5,84.11,0.39,84.11,49.77,34.34,9,N
ORD0011097-02,ORD0011097,PRD0314,1,1,106.23,98.05,8.18,98.05,79.4,18.65,4,N
ORD0011097-03,ORD0011097,PRD0168,1,1,155.92,147.68,8.24,147.68,100.9,46.78,1,N
ORD0011098-01,ORD0011098,PRD0160,2,2,221.65,212.73,17.84,425.46,258.78,166.68,5,N
ORD0011098-02,ORD0011098,PRD0358,1,1,602.35,545.46,56.89,545.46,397.5,147.96,5,N
ORD0011098-03,ORD0011098,PRD0168,1,1,155.92,152.19,3.73,152.19,100.9,51.29,5,N
ORD0011099-01,ORD0011099,PRD0191,1,1,143.7,126.96,16.74,126.96,107.36,19.6,7,N
ORD0011099-02,ORD0011099,PRD0341,1,1,190.07,177.7,12.37,177.7,139.54,38.16,3,N
ORD0011099-03,ORD0011099,PRD0213,1,1,129.63,119.5,10.13,119.5,78.09,41.41,4,N
ORD0011099-04,ORD0011099,PRD0143,1,1,20.44,18.06,2.38,18.06,14.36,3.7,10,N
ORD0011100-01,ORD0011100,PRD0346,1,1,69.95,62.9,7.05,62.9,38.93,23.97,11,N
ORD0011100-02,ORD0011100,PRD0381,2,2,136.44,126.9,19.08,253.8,155.68,98.12,6,N
ORD0011100-03,ORD0011100,PRD0367,1,1,91.24,83.78,7.46,83.78,71.0,12.78,10,N
ORD0011100-04,ORD0011100,PRD0074,1,1,346.34,311.46,34.88,311.46,196.66,114.8,5,N
ORD0011101-01,ORD0011101,PRD0304,1,1,58.71,53.21,5.5,53.21,37.43,15.78,9,N
ORD0011101-02,ORD0011101,PRD0351,1,1,30.67,27.75,2.92,27.75,17.63,10.12,9,N
ORD0011101-03,ORD0011101,PRD0033,2,2,231.15,206.17,49.96,412.34,352.66,59.68,7,N
ORD0011102-01,ORD0011102,PRD0084,1,1,271.09,245.38,25.71,245.38,208.84,36.54,6,N
ORD0011102-02,ORD0011102,PRD0323,2,2,73.72,69.92,7.6,139.84,91.84,48.0,12,N
ORD0011102-03,ORD0011102,PRD0006,1,1,98.39,93.14,5.25,93.14,56.07,37.07,3,N
ORD0011103-01,ORD0011103,PRD0282,1,1,48.32,44.43,3.89,44.43,35.91,8.52,6,N
ORD0011103-02,ORD0011103,PRD0103,1,1,105.06,94.21,10.85,94.21,60.52,33.69,10,N
ORD0011103-03,ORD0011103,PRD0054,1,0,236.09,227.65,0.0,0.0,0.0,0.0,0,N
ORD0011104-01,ORD0011104,PRD0198,1,0,164.13,148.8,0.0,0.0,0.0,0.0,0,N
ORD0011104-02,ORD0011104,PRD0347,1,1,65.99,56.41,9.58,56.41,53.41,3.0,9,N
ORD0011104-03,ORD0011104,PRD0007,1,1,120.33,112.85,7.48,112.85,82.2,30.65,6,N
ORD0011104-04,ORD0011104,PRD0310,1,1,298.66,275.14,23.52,275.14,201.12,74.02,1,N
ORD0011104-05,ORD0011104,PRD0015,1,1,303.38,262.77,40.61,262.77,238.94,23.83,10,N
ORD0011104-06,ORD0011104,PRD0231,2,2,264.87,229.15,71.44,458.3,425.36,32.94,2,N
ORD0011105-01,ORD0011105,PRD0112,1,1,56.77,50.58,6.19,50.58,32.95,17.63,9,N
ORD0011105-02,ORD0011105,PRD0278,1,0,555.06,539.57,0.0,0.0,0.0,0.0,0,N
ORD0011105-03,ORD0011105,PRD0316,3,3,101.17,90.29,32.64,270.87,177.81,93.06,6,N
ORD0011106-01,ORD0011106,PRD0303,1,1,50.63,48.4,2.23,48.4,39.02,9.38,8,N
ORD0011106-02,ORD0011106,PRD0346,1,1,69.95,66.96,2.99,66.96,38.93,28.03,8,N
ORD0011106-03,ORD0011106,PRD0261,1,1,92.34,89.77,2.57,89.77,61.58,28.19,4,N
ORD0011106-04,ORD0011106,PRD0305,2,2,73.33,66.33,14.0,132.66,83.38,49.28,2,N
ORD0011107-01,ORD0011107,PRD0355,1,1,116.18,109.66,6.52,109.66,73.21,36.45,12,N
ORD0011107-02,ORD0011107,PRD0393,2,2,908.06,831.72,152.68,1663.44,1323.16,340.28,2,N
ORD0011107-03,ORD0011107,PRD0331,1,1,656.97,656.58,0.39,656.58,374.1,282.48,8,N
ORD0011107-04,ORD0011107,PRD0134,1,1,279.03,259.81,19.22,259.81,211.63,48.18,9,N
ORD0011107-05,ORD0011107,PRD0148,2,2,84.58,81.06,7.04,162.12,128.5,33.62,9,N
ORD0011107-06,ORD0011107,PRD0346,1,0,69.95,64.91,0.0,0.0,0.0,0.0,0,N
ORD0011108-01,ORD0011108,PRD0379,1,1,800.37,775.75,24.62,775.75,601.13,174.62,10,N
ORD0011108-02,ORD0011108,PRD0346,2,2,69.95,65.55,8.8,131.1,77.86,53.24,13,N
ORD0011108-03,ORD0011108,PRD0021,1,1,21.28,19.03,2.25,19.03,15.34,3.69,0,Y
ORD0011108-04,ORD0011108,PRD0278,1,1,555.06,534.6,20.46,534.6,307.23,227.37,7,N
ORD0011108-05,ORD0011108,PRD0048,1,1,581.26,552.8,28.46,552.8,377.47,175.33,7,N
ORD0011109-01,ORD0011109,PRD0201,2,2,58.44,53.54,9.8,107.08,90.88,16.2,0,Y
ORD0011109-02,ORD0011109,PRD0323,1,1,73.72,70.46,3.26,70.46,45.92,24.54,2,N
ORD0011109-03,ORD0011109,PRD0156,2,2,360.32,342.53,35.58,685.06,454.78,230.28,9,N
ORD0011110-01,ORD0011110,PRD0134,3,0,279.03,269.52,0.0,0.0,0.0,0.0,0,N
ORD0011110-02,ORD0011110,PRD0269,2,2,210.59,192.45,36.28,384.9,343.1,41.8,2,N
ORD0011111-01,ORD0011111,PRD0330,1,1,133.2,132.24,0.96,132.24,99.34,32.9,1,N
ORD0011112-01,ORD0011112,PRD0393,1,1,908.06,847.75,60.31,847.75,661.58,186.17,8,N
ORD0011112-02,ORD0011112,PRD0160,1,1,221.65,214.09,7.56,214.09,129.39,84.7,12,N
ORD0011113-01,ORD0011113,PRD0285,1,1,104.93,95.27,9.66,95.27,62.17,33.1,7,N
ORD0011113-02,ORD0011113,PRD0057,1,1,711.4,695.01,16.39,695.01,544.53,150.48,2,N
ORD0011113-03,ORD0011113,PRD0025,1,1,51.51,51.32,0.19,51.32,36.03,15.29,11,N
ORD0011113-04,ORD0011113,PRD0378,1,1,31.64,28.31,3.33,28.31,24.34,3.97,6,N
ORD0011114-01,ORD0011114,PRD0304,1,1,58.71,52.33,6.38,52.33,37.43,14.9,1,N
ORD0011114-02,ORD0011114,PRD0134,1,1,279.03,267.47,11.56,267.47,211.63,55.84,4,N
ORD0011114-03,ORD0011114,PRD0256,1,1,413.52,369.9,43.62,369.9,277.44,92.46,11,N
ORD0011114-04,ORD0011114,PRD0058,1,1,570.73,525.52,45.21,525.52,376.9,148.62,3,N
ORD0011114-05,ORD0011114,PRD0023,3,3,122.84,115.94,20.7,347.82,223.89,123.93,3,N
ORD0011115-01,ORD0011115,PRD0038,1,1,32.07,31.4,0.67,31.4,18.34,13.06,8,N
ORD0011116-01,ORD0011116,PRD0182,1,1,529.18,505.89,23.29,505.89,303.6,202.29,8,N
ORD0011116-02,ORD0011116,PRD0052,1,1,18.32,16.51,1.81,16.51,10.25,6.26,0,Y
ORD0011117-01,ORD0011117,PRD0023,1,1,122.84,114.67,8.17,114.67,74.63,40.04,12,N
ORD0011117-02,ORD0011117,PRD0070,1,1,1766.58,1626.31,140.27,1626.31,1119.85,506.46,8,N
ORD0011117-03,ORD0011117,PRD0284,2,0,18.39,15.15,0.0,0.0,0.0,0.0,0,N
ORD0011117-04,ORD0011117,PRD0067,1,1,648.49,570.02,78.47,570.02,523.72,46.3,6,N
ORD0011117-05,ORD0011117,PRD0054,2,2,236.09,212.35,47.48,424.7,282.02,142.68,2,N
ORD0011118-01,ORD0011118,PRD0169,1,0,117.62,113.1,0.0,0.0,0.0,0.0,0,N
ORD0011118-02,ORD0011118,PRD0337,1,1,138.32,132.63,5.69,132.63,96.99,35.64,1,N
ORD0011118-03,ORD0011118,PRD0136,1,1,291.71,291.28,0.43,291.28,170.88,120.4,7,N
ORD0011119-01,ORD0011119,PRD0002,1,1,430.31,389.84,40.47,389.84,307.5,82.34,2,N
ORD0011119-02,ORD0011119,PRD0278,2,2,555.06,514.45,81.22,1028.9,614.46,414.44,2,N
ORD0011119-03,ORD0011119,PRD0217,1,1,249.18,235.71,13.47,235.71,171.55,64.16,11,N
ORD0011119-04,ORD0011119,PRD0374,2,2,26.34,24.66,3.36,49.32,41.76,7.56,11,N
ORD0011120-01,ORD0011120,PRD0385,1,1,167.52,160.55,6.97,160.55,127.84,32.71,10,N
ORD0011120-02,ORD0011120,PRD0278,1,1,555.06,536.39,18.67,536.39,307.23,229.16,4,N
ORD0011120-03,ORD0011120,PRD0367,3,3,91.24,90.78,1.38,272.34,213.0,59.34,3,N
ORD0011121-01,ORD0011121,PRD0091,1,1,10.25,9.3,0.95,9.3,8.0,1.3,2,N
ORD0011121-02,ORD0011121,PRD0159,1,1,269.47,220.11,49.36,220.11,159.58,60.53,9,N
ORD0011121-03,ORD0011121,PRD0017,1,1,62.89,53.1,9.79,53.1,41.51,11.59,5,N
ORD0011121-04,ORD0011121,PRD0302,4,4,136.7,109.37,109.32,437.48,425.4,12.08,4,N
ORD0011122-01,ORD0011122,PRD0333,1,1,60.9,55.76,5.14,55.76,45.6,10.16,7,N
ORD0011122-02,ORD0011122,PRD0194,3,3,76.35,72.38,11.91,217.14,159.63,57.51,14,N
ORD0011122-03,ORD0011122,PRD0347,1,1,65.99,65.13,0.86,65.13,53.41,11.72,5,N
ORD0011122-04,ORD0011122,PRD0263,1,1,266.37,238.24,28.13,238.24,213.14,25.1,11,N
ORD0011122-05,ORD0011122,PRD0308,1,1,26.68,25.18,1.5,25.18,17.64,7.54,12,N
ORD0011122-06,ORD0011122,PRD0390,1,1,204.01,189.21,14.8,189.21,127.86,61.35,12,N
ORD0011123-01,ORD0011123,PRD0093,1,1,56.61,55.8,0.81,55.8,35.19,20.61,0,Y
ORD0011124-01,ORD0011124,PRD0393,2,2,908.06,803.05,210.02,1606.1,1323.16,282.94,10,N
ORD0011124-02,ORD0011124,PRD0007,2,2,120.33,108.69,23.28,217.38,164.4,52.98,10,N
ORD0011125-01,ORD0011125,PRD0341,1,1,190.07,173.14,16.93,173.14,139.54,33.6,8,N
ORD0011125-02,ORD0011125,PRD0324,1,1,32.38,28.54,3.84,28.54,23.84,4.7,10,N
ORD0011125-03,ORD0011125,PRD0278,2,2,555.06,516.78,76.56,1033.56,614.46,419.1,4,N
ORD0011125-04,ORD0011125,PRD0186,4,4,93.14,85.4,30.96,341.6,250.24,91.36,14,N
ORD0011125-05,ORD0011125,PRD0007,1,0,120.33,119.25,0.0,0.0,0.0,0.0,0,N
ORD0011126-01,ORD0011126,PRD0261,1,1,92.34,88.63,3.71,88.63,61.58,27.05,3,N
ORD0011126-02,ORD0011126,PRD0006,1,1,98.39,93.09,5.3,93.09,56.07,37.02,8,N
ORD0011126-03,ORD0011126,PRD0199,1,1,822.34,783.54,38.8,783.54,575.54,208.0,8,N
ORD0011126-04,ORD0011126,PRD0168,1,1,155.92,155.63,0.29,155.63,100.9,54.73,4,N
ORD0011126-05,ORD0011126,PRD0375,1,1,232.61,224.77,7.84,224.77,163.62,61.15,6,N
ORD0011127-01,ORD0011127,PRD0168,1,1,155.92,152.99,2.93,152.99,100.9,52.09,12,N
ORD0011128-01,ORD0011128,PRD0204,2,2,217.26,216.49,1.54,432.98,325.02,107.96,3,N
ORD0011128-02,ORD0011128,PRD0319,3,3,66.82,64.91,5.73,194.73,119.37,75.36,8,N
ORD0011129-01,ORD0011129,PRD0334,3,3,852.98,783.81,207.51,2351.43,1484.82,866.61,14,N
ORD0011129-02,ORD0011129,PRD0293,2,0,29.13,24.48,0.0,0.0,0.0,0.0,0,N
ORD0011129-03,ORD0011129,PRD0155,2,2,25.21,22.29,5.84,44.58,38.5,6.08,4,N
ORD0011129-04,ORD0011129,PRD0337,2,2,138.32,129.45,17.74,258.9,193.98,64.92,6,N
ORD0011130-01,ORD0011130,PRD0113,1,1,123.69,123.52,0.17,123.52,91.34,32.18,4,N
ORD0011130-02,ORD0011130,PRD0323,1,1,73.72,71.51,2.21,71.51,45.92,25.59,12,N
ORD0011130-03,ORD0011130,PRD0150,1,1,490.74,455.05,35.69,455.05,382.71,72.34,3,N
ORD0011131-01,ORD0011131,PRD0349,1,1,131.71,122.18,9.53,122.18,74.9,47.28,2,N
ORD0011131-02,ORD0011131,PRD0142,1,1,150.46,135.28,15.18,135.28,101.58,33.7,11,N
ORD0011131-03,ORD0011131,PRD0033,2,2,231.15,197.38,67.54,394.76,352.66,42.1,7,N
ORD0011131-04,ORD0011131,PRD0088,1,1,113.27,98.14,15.13,98.14,80.57,17.57,3,N
ORD0011132-01,ORD0011132,PRD0312,1,1,293.0,277.3,15.7,277.3,218.34,58.96,11,N
ORD0011132-02,ORD0011132,PRD0134,1,1,279.03,263.42,15.61,263.42,211.63,51.79,11,N
ORD0011132-03,ORD0011132,PRD0175,1,1,36.48,35.35,1.13,35.35,21.18,14.17,8,N
ORD0011132-04,ORD0011132,PRD0150,3,3,490.74,474.72,48.06,1424.16,1148.13,276.03,10,N
ORD0011132-05,ORD0011132,PRD0307,1,1,32.96,29.53,3.43,29.53,20.95,8.58,8,N
ORD0011133-01,ORD0011133,PRD0137,1,1,216.98,196.7,20.28,196.7,137.08,59.62,11,N
ORD0011133-02,ORD0011133,PRD0106,1,1,287.88,275.05,12.83,275.05,159.83,115.22,10,N
ORD0011133-03,ORD0011133,PRD0061,2,2,39.08,37.89,2.38,75.78,57.66,18.12,13,N
ORD0011134-01,ORD0011134,PRD0155,2,2,25.21,21.84,6.74,43.68,38.5,5.18,12,N
